14ff0221,ff,ff,ff,ff,ff,ff,ff,ff,
14fef131,ff,ff,ff,ff,ff,ff,ff,3f,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
18f0010b,ff,ff,1c,ff,ff,5c,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
0c00000b,fc,ff,fa,fa,ff,ff,ff,52,
0c00100b,fc,ff,fa,fa,ff,ff,ff,61,
18fdc40b,1f,08,ff,ff,ff,ff,ff,ff,
0c000f0b,fc,ff,fa,fa,ff,ff,ff,51,
0cf00400,08,7d,7d,00,00,00,ff,7d,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
18fef10b,ff,00,00,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,ff,7d,
08fe6e0b,00,00,00,00,00,00,00,00,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
0cf00400,08,7d,7d,00,00,00,ff,7d,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
10f01a01,40,9c,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
0cf00400,08,7d,7d,00,00,00,ff,7d,
18f0233d,00,00,ff,ff,ff,4a,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
0cf00400,08,7d,7d,00,00,00,ff,7d,
18fcdc00,e1,fe,fe,fd,ff,ff,ff,ff,
18fd3c3d,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,ff,7d,
18fedf00,7d,00,00,ff,ff,00,00,ff,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14f00031,ff,ff,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,fe,ff,
14f00131,ff,ff,ff,ff,00,ff,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
18fd9401,20,4e,ff,ff,00,00,10,03,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14fef121,f7,ff,ff,cf,ff,ff,ff,ff,
14ff0221,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0010b,ff,ff,1c,ff,ff,5c,ff,ff,
18fdc40b,1f,08,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
18ffa13d,8b,02,9e,02,1a,ff,ff,30,
18febf0b,00,00,7d,7d,7d,7d,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fef000,ff,ff,ff,00,00,f0,00,ff,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0233d,00,00,ff,ff,ff,0c,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fedf00,7d,80,11,ff,7d,00,00,ff,
18f00e3d,ff,ff,ff,ff,ff,ff,ff,ff,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14f00031,ff,ff,ff,ff,ff,ff,ff,ff,
14ff2321,f4,5d,e1,ff,ff,ff,ff,ff,
14f00131,ff,ff,ff,ff,00,ff,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
10f01a01,40,9c,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
18ff3000,00,00,ff,0f,1f,ff,ff,ff,
18eeff03,00,00,40,02,00,03,00,00,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
08fe6e0b,00,00,00,00,00,00,00,00,
18fdc40b,1f,08,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
18fef10b,ff,00,00,ff,ff,ff,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
10fe6f2a,ff,ff,ff,f8,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
0cf00300,dd,00,00,ff,ff,ff,00,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
18eafffe,00,ee,00,
18eeff0b,c4,98,c4,06,00,09,02,00,
18feef00,01,ff,ff,00,ff,ff,ff,fa,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
18eeffa0,33,06,c0,06,08,20,02,10,
14f00031,ff,ff,ff,ff,ff,ff,ff,ff,
14ff2321,f4,5d,e1,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
14ff0121,ff,ff,ff,ff,ff,ff,fc,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fbd601,ff,ff,ff,ff,ff,ff,ff,ff,
14ff0221,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0010b,cf,ff,1c,ff,ff,5c,ff,ff,
18fdc40b,1f,08,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
18f00e3d,ff,ff,ff,ff,ff,ff,ff,ff,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
08fe6e0b,00,00,00,00,00,00,00,00,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
0c0a002a,c1,ff,ff,ff,ff,ff,ff,ff,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
14ff3131,40,30,03,00,00,ff,ff,ff,
18f0093e,ff,ff,ff,ff,ff,ff,ff,ff,
18f0233d,00,00,ff,ff,ff,0c,ff,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
0cf00300,dd,00,00,ff,ff,ff,00,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fedf00,7d,00,13,ff,7d,00,00,ff,
18f00f3d,ff,ff,ff,ff,ff,ff,ff,ff,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14f00031,cf,ff,ff,ff,ff,ff,ff,ff,
14ff2321,f4,5d,e1,ff,ff,ff,ff,ff,
14f00131,ff,ff,ff,ff,00,ff,ff,ff,
0cf00203,cf,00,00,ff,f0,00,00,ff,
14fda421,ff,ff,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fbd601,ff,ff,ff,ff,ff,ff,ff,ff,
14ff0221,ff,ff,ff,ff,ff,ff,ff,ff,
18eeff27,78,4d,cd,06,01,20,00,00,
18f0010b,cf,ff,1c,ff,ff,5c,ff,ff,
18fdc40b,1f,08,ff,ff,ff,ff,ff,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
18f00e3d,ff,ff,ff,ff,ff,ff,ff,ff,
18fe4a03,ff,f1,33,00,ff,37,0f,00,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00203,cf,00,00,ff,f0,00,00,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0c0a002a,c1,ff,ff,ff,ff,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
14ff3131,40,30,03,00,00,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18f0233d,00,00,ff,ff,ff,0c,ff,ff,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fef100,c7,00,00,c0,00,00,00,30,
18f0093e,ff,ff,ff,ff,fe,ff,ff,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
18fedf00,7d,00,13,ff,7d,00,00,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
10ff2121,32,00,0f,c0,c0,f8,ff,00,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14f00031,cf,ff,ff,ff,ff,ff,ff,ff,
14ff2321,f4,5d,e1,ff,ff,ff,ff,ff,
14f00131,ff,ff,ff,ff,00,ff,ff,ff,
08fe6e0b,00,00,00,00,00,00,00,00,
0cf00a01,00,00,00,00,ff,ff,ff,ff,
18fda101,59,04,ff,ff,ff,ff,00,ff,
0cf00400,08,7d,7d,00,00,00,f4,7d,
14fef121,f7,ff,ff,cf,ff,ff,ff,ff,
14ff0221,ff,ff,ff,ff,ff,ff,ff,ff,
